name,language,integration,technology,tags,threat_names
Potential Defense Evasion via PRoot,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend,Data Source: Elastic Endgame",Defense Evasion
Suspicious Renaming of ESXI Files,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion
Suspicious Renaming of ESXI index.html File,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion
Root Certificate Installation,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend",Defense Evasion
SELinux Configuration Creation or Renaming,eql,"endpoint,sentinel_one_cloud_funnel",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: SentinelOne",Defense Evasion
SSL Certificate Deletion,eql,"endpoint,sentinel_one_cloud_funnel",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Defense Evasion,Tactic: Impact,Data Source: Elastic Defend,Data Source: SentinelOne,Data Source: Elastic Endgame",Defense Evasion; Impact
Potentially Suspicious Process Started via tmux or screen,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Defense Evasion,Data Source: Elastic Defend,Data Source: Elastic Endgame",Defense Evasion
Unusual Preload Environment Variable Process Execution,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Defense Evasion,Tactic: Persistence,Data Source: Elastic Defend",Defense Evasion; Persistence
Suspicious Dynamic Linker Discovery via od,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend,Data Source: Elastic Endgame,Data Source: Auditd Manager",Discovery
ESXI Discovery via Find,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend,Data Source: Elastic Endgame,Data Source: Auditd Manager",Discovery
ESXI Discovery via Grep,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend,Data Source: Elastic Endgame,Data Source: Auditd Manager",Discovery
Enumeration of Kernel Modules,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend,Data Source: Elastic Endgame",Discovery
Hping Process Activity,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Auditd Manager",Discovery
Nping Process Activity,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Auditd Manager",Discovery
Pluggable Authentication Module (PAM) Version Discovery,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Tactic: Persistence,Tactic: Credential Access,Data Source: Elastic Defend,Data Source: Elastic Endgame",Discovery; Persistence; Credential Access
Potential Network Scan Executed From Host,kuery,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend,Data Source: Elastic Endgame,Data Source: Auditd Manager",Discovery
Private Key Searching Activity,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend",Discovery
Process Capability Enumeration,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend,Data Source: Elastic Endgame",Discovery
Suspicious /proc/maps Discovery,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend",Discovery
Potential Pspy Process Monitoring Detected,eql,auditd_manager,rules/linux,"Data Source: Auditd Manager,Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery",Discovery
Security File Access via Common Utilities,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend",Discovery
Sudo Command Enumeration Detected,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend",Discovery
SUID/SGUID Enumeration Detected,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Tactic: Privilege Escalation,Data Source: Elastic Defend",Discovery; Privilege Escalation; Persistence
Suspicious Memory grep Activity,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend,Data Source: Elastic Endgame",Discovery
Suspicious which Enumeration,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend,Data Source: Elastic Endgame",Discovery
Unusual User Privilege Enumeration via id,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend",Discovery
Virtual Machine Fingerprinting,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Endgame,Data Source: Elastic Defend",Discovery
Yum/DNF Plugin Status Discovery,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Discovery,Data Source: Elastic Defend,Data Source: Elastic Endgame",Discovery
Abnormal Process ID or Lock File Created,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Threat: BPFDoor,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: Elastic Endgame",Execution
File Creation by Cups or Foomatic-rip Child,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Use Case: Vulnerability,Tactic: Execution,Data Source: Elastic Defend",Execution
Printer User (lp) Shell Execution,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Use Case: Vulnerability,Tactic: Execution,Data Source: Elastic Defend",Execution
Cupsd or Foomatic-rip Shell Execution,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Use Case: Vulnerability,Tactic: Execution,Data Source: Elastic Defend",Execution
Suspicious Execution from Foomatic-rip or Cupsd Parent,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Use Case: Vulnerability,Tactic: Execution,Data Source: Elastic Defend",Execution
Potential curl CVE-2023-38545 Exploitation,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Use Case: Vulnerability,Tactic: Execution,Data Source: Elastic Defend",Execution
Egress Connection from Entrypoint in Container,eql,endpoint,rules/linux,"Domain: Endpoint,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend",Execution; Privilege Escalation
"File Creation, Execution and Self-Deletion in Suspicious Directory",eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend",Execution
File Transfer or Listener Established via Netcat,eql,"endpoint,sentinel_one_cloud_funnel",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: SentinelOne",Execution
Potential Upgrade of Non-interactive Shell,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend",Execution
Netcat Listener Established via rlwrap,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend,Data Source: Elastic Endgame",Execution
Network Connection from Binary with RWX Memory Region,eql,"auditd_manager,endpoint",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend,Data Source: Auditd Manager",Execution; Command and Control
Network Connection via Recently Compiled Executable,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend",Execution; Command and Control
Interactive Terminal Spawned via Perl,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend",Execution
Privileged Docker Container Creation,kuery,endpoint,rules/linux,"Domain: Endpoint,Domain: Container,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend",Execution; Privilege Escalation
Potential Linux Hack Tool Launched,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Auditd Manager",Execution
Process Started from Process ID (PID) File,eql,"endpoint,auditd_manager,crowdstrike",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Threat: BPFDoor,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Auditd Manager,Data Source: Crowdstrike",Execution
Binary Executed from Shared Memory Directory,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Threat: BPFDoor,Data Source: Elastic Endgame,Data Source: Elastic Defend",Execution
Interactive Terminal Spawned via Python,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend",Execution
Web Server Spawned via Python,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend",Execution; Lateral Movement
Potential Code Execution via Postgresql,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend",Execution
Linux Restricted Shell Breakout via Linux Binary(s),eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend",Execution
Openssl Client or Server Activity,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend,Data Source: Elastic Endgame",Execution; Command and Control
Potential Reverse Shell via Background Process,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend,Data Source: Elastic Endgame",Execution; Command and Control
Potential Reverse Shell via Child,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend",Execution; Command and Control
Potential Reverse Shell via Java,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend",Execution; Command and Control
Potential Reverse Shell via Suspicious Child Process,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend",Execution; Command and Control
Potential Meterpreter Reverse Shell,eql,auditd_manager,rules/linux,"Data Source: Auditd Manager,Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution",Execution; Command and Control
Potential Reverse Shell via Suspicious Binary,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend",Execution; Command and Control
Potential Reverse Shell,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend",Execution; Command and Control
Potential Reverse Shell via UDP,eql,auditd_manager,rules/linux,"Data Source: Auditd Manager,Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution",Execution; Command and Control
Suspicious System Commands Executed by Previously Unknown Executable,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend",Execution
Suspicious Mining Process Creation Event,eql,"endpoint,crowdstrike,sentinel_one_cloud_funnel",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Crowdstrike,Data Source: SentinelOne",Execution
Suspicious Content Extracted or Decompressed via Funzip,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Endgame,Data Source: Elastic Defend",Execution; Defense Evasion
BPF filter applied using TC,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Threat: TripleCross,Data Source: Elastic Endgame,Data Source: Elastic Defend",Execution
Unix Socket Connection,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Elastic Defend,Data Source: Elastic Endgame,Data Source: Auditd Manager",Execution
Unknown Execution of Binary with RWX Memory Region,kuery,auditd_manager,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Execution,Data Source: Auditd Manager",Execution
Potential Data Splitting Detected,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Exfiltration,Data Source: Elastic Defend",Exfiltration
Suspicious Data Encryption via OpenSSL Utility,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Impact,Data Source: Elastic Defend",Impact
Suspicious Termination of ESXI Process,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Impact,Data Source: Elastic Defend,Data Source: Elastic Endgame",Impact
Memory Swap Modification,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Impact,Tactic: Execution,Data Source: Elastic Defend",Impact; Execution
Potential Linux Ransomware Note Creation Detected,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Impact,Data Source: Elastic Defend",Impact
High Number of Process Terminations,kuery,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Impact,Resources: Investigation Guide,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Auditd Manager",Impact
Potential SSH-IT SSH Worm Downloaded,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Lateral Movement,Data Source: Elastic Defend,Data Source: Elastic Endgame,Data Source: Auditd Manager",Lateral Movement
Suspicious APT Package Manager Execution,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Execution; Defense Evasion
APT Package Manager Configuration File Creation,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Defense Evasion
Suspicious APT Package Manager Network Connection,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Command and Control,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Command and Control; Defense Evasion
At Job Created or Modified,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Tactic: Execution,Data Source: Elastic Defend",Persistence; Privilege Escalation; Execution
Chkconfig Service Add,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Threat: Lightning Framework,Data Source: Elastic Endgame,Data Source: Elastic Defend",Persistence
Modification of OpenSSH Binaries,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Persistence,Tactic: Lateral Movement,Data Source: Elastic Endgame,Data Source: Elastic Defend",Persistence; Credential Access; Lateral Movement
Cron Job Created or Modified,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Tactic: Execution,Data Source: Elastic Defend",Persistence; Privilege Escalation; Execution
DNF Package Manager Plugin File Creation,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Defense Evasion
DPKG Package Installed by Unusual Parent Process,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend",Persistence; Initial Access
Unusual DPKG Execution,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend",Persistence; Initial Access
Dynamic Linker Copy,eql,"endpoint,sentinel_one_cloud_funnel",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Threat: Orbit,Data Source: Elastic Defend,Data Source: SentinelOne",Persistence
Suspicious File Creation in /etc for Persistence,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Threat: Orbit,Threat: Lightning Framework,Data Source: Elastic Endgame,Data Source: Elastic Defend",Persistence; Execution; Privilege Escalation
Git Hook Command Execution,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Execution; Defense Evasion
Git Hook Created or Modified,eql,"endpoint,sentinel_one_cloud_funnel",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Tactic: Defense Evasion,Data Source: Elastic Defend,Data Source: SentinelOne,Data Source: Elastic Endgame",Persistence; Execution; Defense Evasion
Git Hook Egress Network Connection,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Execution; Defense Evasion
Git Hook Child Process,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Execution; Defense Evasion
System V Init Script Created,eql,"endpoint,sentinel_one_cloud_funnel",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: SentinelOne",Persistence
Kernel Module Load via insmod,eql,"endpoint,auditd_manager,sentinel_one_cloud_funnel",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Threat: Rootkit,Data Source: Elastic Endgame,Data Source: Elastic Defend,Data Source: Auditd Manager,Data Source: SentinelOne",Persistence
Persistence via KDE AutoStart Script or Desktop File Modification,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend",Persistence
Kernel Driver Load,eql,auditd_manager,rules/linux,"Data Source: Auditd Manager,Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion",Persistence; Defense Evasion
Kernel Driver Load by non-root User,eql,auditd_manager,rules/linux,"Data Source: Auditd Manager,Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion",Persistence; Defense Evasion
Kernel Object File Creation,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Defense Evasion
Suspicious File Creation via Kworker,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Defense Evasion
Potential Linux Backdoor User Account Creation,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: Auditd Manager",Persistence
Linux Group Creation,eql,system,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide",Persistence
Potential Remote Code Execution via Web Server,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Initial Access,Data Source: Elastic Endgame,Use Case: Vulnerability,Resources: Investigation Guide,Data Source: Elastic Defend",Persistence; Initial Access
Linux User Account Creation,eql,system,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide",Persistence
Linux User Added to Privileged Group,eql,"endpoint,auditd_manager",rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Resources: Investigation Guide,Data Source: Elastic Defend,Data Source: Auditd Manager",Persistence
Loadable Kernel Module Configuration File Creation,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Defense Evasion
Message-of-the-Day (MOTD) File Creation,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Data Source: Elastic Defend",Persistence
Process Spawned from Message-of-the-Day (MOTD),eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Resources: Investigation Guide,Data Source: Elastic Defend",Persistence
Creation or Modification of Pluggable Authentication Module or Configuration,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Persistence,Data Source: Elastic Defend",Persistence; Credential Access
Pluggable Authentication Module (PAM) Creation in Unusual Directory,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Persistence,Data Source: Elastic Defend",Persistence; Credential Access
Pluggable Authentication Module (PAM) Source Download,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Persistence,Data Source: Elastic Defend,Data Source: Elastic Endgame",Persistence; Credential Access
Executable Bit Set for Potential Persistence Script,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend",Persistence
Process Capability Set via setcap Utility,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Data Source: Elastic Endgame,Data Source: Elastic Defend",Persistence; Privilege Escalation
Suspicious rc.local Error Message,kuery,system,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence",Persistence
Potential Execution of rc.local Script,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend",Persistence
rc.local/rc.common File Creation,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Data Source: Elastic Defend",Persistence
RPM Package Installed by Unusual Parent Process,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend",Persistence; Initial Access
Setcap setuid/setgid Capability Set,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend,Data Source: Elastic Endgame",Persistence; Privilege Escalation
Shadow File Modification,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Data Source: Elastic Defend",Persistence; Privilege Escalation
Shared Object Created or Changed by Previously Unknown Process,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend",Persistence
Shell Configuration Creation or Modification,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend",Persistence
Simple HTTP Web Server Connection,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Tactic: Command and Control,Data Source: Elastic Defend",Persistence; Execution; Command and Control
Simple HTTP Web Server Creation,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Execution,Tactic: Command and Control,Data Source: Elastic Defend",Persistence; Execution; Command and Control
SSH Key Generated via ssh-keygen,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Lateral Movement,Tactic: Persistence,Data Source: Elastic Endgame,Data Source: Elastic Defend",Persistence; Lateral Movement
Network Connection Initiated by SSHD Child Process,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Data Source: Elastic Defend",Persistence; Lateral Movement; Command and Control
Login via Unusual System User,eql,system,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Defense Evasion,Data Source: System",Persistence; Defense Evasion
Potential Suspicious File Edit,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Data Source: Elastic Endgame,Data Source: Elastic Defend",Persistence; Privilege Escalation
Potential Execution via XZBackdoor,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Credential Access,Tactic: Persistence,Tactic: Lateral Movement,Data Source: Elastic Defend",Persistence; Credential Access; Lateral Movement
Systemd Generator Created,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Data Source: Elastic Defend",Persistence; Privilege Escalation
Suspicious Network Connection via systemd,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Command and Control,Tactic: Defense Evasion,Data Source: Elastic Defend",Persistence; Command and Control; Defense Evasion
Systemd Timer Created,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Resources: Investigation Guide,Data Source: Elastic Defend",Persistence
Systemd Service Created,eql,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Data Source: Elastic Defend",Persistence; Privilege Escalation
Systemd Service Started by Unusual Parent Process,kuery,endpoint,rules/linux,"Domain: Endpoint,OS: Linux,Use Case: Threat Detection,Tactic: Persistence,Tactic: Privilege Escalation,Data Source: Elastic Defend",Persistence; Privilege Escalation
